Female,Number recovered,Country,Male,Number of cases currently hospitalised,Case fatality ratio (%),Number of deaths,Date of last report,Date for which cumulative number of cases is current,Number of new cases since last WHO update,Local transmission,Date onset first probable case,Cumulative number of cases,report date,Number of imported cases,percentage of imported cases,Number of HCW affected,percentage of HCW affected,median age,minimum age,maximum age
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-01,0.0,,,14.0,2003-07-01,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-01,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-06-23,0.0,,,3.0,2003-07-01,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-01,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-01,,,,,,,
,171.0,Singapore,,,,32.0,2003-05-18,2003-06-27,0.0,,,206.0,2003-07-01,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-01,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-01,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-01,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-01,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-06-29,0.0,,,9.0,2003-07-01,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-01,,,,,,,
,63.0,United States,,,,0.0,2003-06-23,2003-06-30,0.0,,,73.0,2003-07-01,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-01,,,,,,,
,7422.0,Total,,,,812.0,,,0.0,,,8445.0,2003-07-01,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-02,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-02,,,,,,,
,192.0,Canada,,,,38.0,2003-06-27,2003-06-30,0.0,,,252.0,2003-07-02,,,,,,,
,4933.0,China,,,,348.0,2003-06-25,2003-07-02,0.0,,,5327.0,2003-07-02,,,,,,,
,1429.0,Hong Kong,,,,298.0,2003-06-11,2003-07-02,0.0,,,1755.0,2003-07-02,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-02,0.0,,,1.0,2003-07-02,,,,,,,
,498.0,Taiwan,,,,84.0,2003-06-19,2003-07-02,0.0,,,676.0,2003-07-02,,,,,,,
,1.0,Colombia,,,,0.0,2003-05-05,2003-05-05,0.0,,,1.0,2003-07-02,,,,,,,
,1.0,Finland,,,,0.0,2003-05-07,2003-05-20,0.0,,,1.0,2003-07-02,,,,,,,
,6.0,France,,,,0.0,2003-05-09,2003-05-22,0.0,,,7.0,2003-07-02,,,,,,,
,9.0,Germany,,,,0.0,2003-06-04,2003-06-23,0.0,,,10.0,2003-07-02,,,,,,,
,3.0,India,,,,0.0,2003-05-13,2003-05-14,0.0,,,3.0,2003-07-02,,,,,,,
,2.0,Indonesia,,,,0.0,2003-04-23,2003-06-19,0.0,,,2.0,2003-07-02,,,,,,,
,4.0,Italy,,,,0.0,2003-04-29,2003-06-27,0.0,,,4.0,2003-07-02,,,,,,,
,1.0,Kuwait,,,,0.0,2003-04-09,2003-04-20,0.0,,,1.0,2003-07-02,,,,,,,
,3.0,Malaysia,,,,2.0,2003-05-20,2003-06-26,0.0,,,5.0,2003-07-02,,,,,,,
,9.0,Mongolia,,,,0.0,2003-05-06,2003-06-02,0.0,,,9.0,2003-07-02,,,,,,,
,1.0,New Zealand,,,,0.0,2003-04-30,2003-06-25,0.0,,,1.0,2003-07-02,,,,,,,
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-01,0.0,,,14.0,2003-07-02,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-02,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-07-02,0.0,,,3.0,2003-07-02,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-02,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-02,,,,,,,
,171.0,Singapore,,,,32.0,2003-05-18,2003-06-27,0.0,,,206.0,2003-07-02,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-02,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-02,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-02,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-02,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-07-01,0.0,,,9.0,2003-07-02,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-02,,,,,,,
,63.0,United States,,,,0.0,2003-06-23,2003-07-01,0.0,,,73.0,2003-07-02,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-02,,,,,,,
,7424.0,Total,,,,812.0,,,0.0,,,8442.0,2003-07-02,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-03,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-03,,,,,,,
,193.0,Canada,,,,38.0,2003-06-27,2003-07-02,0.0,,,251.0,2003-07-03,,,,,,,
,4933.0,China,,,,348.0,2003-06-25,2003-07-03,0.0,,,5327.0,2003-07-03,,,,,,,
,1429.0,Hong Kong,,,,298.0,2003-06-11,2003-07-03,0.0,,,1755.0,2003-07-03,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-03,0.0,,,1.0,2003-07-03,,,,,,,
,498.0,Taiwan,,,,84.0,2003-06-19,2003-07-03,0.0,,,674.0,2003-07-03,,,,,,,
,1.0,Colombia,,,,0.0,2003-05-05,2003-05-05,0.0,,,1.0,2003-07-03,,,,,,,
,1.0,Finland,,,,0.0,2003-05-07,2003-05-20,0.0,,,1.0,2003-07-03,,,,,,,
,6.0,France,,,,0.0,2003-05-09,2003-05-22,0.0,,,7.0,2003-07-03,,,,,,,
,9.0,Germany,,,,0.0,2003-06-04,2003-06-23,0.0,,,10.0,2003-07-03,,,,,,,
,3.0,India,,,,0.0,2003-05-13,2003-05-14,0.0,,,3.0,2003-07-03,,,,,,,
,2.0,Indonesia,,,,0.0,2003-04-23,2003-06-19,0.0,,,2.0,2003-07-03,,,,,,,
,4.0,Italy,,,,0.0,2003-04-29,2003-07-03,0.0,,,4.0,2003-07-03,,,,,,,
,1.0,Kuwait,,,,0.0,2003-04-09,2003-04-20,0.0,,,1.0,2003-07-03,,,,,,,
,3.0,Malaysia,,,,2.0,2003-05-20,2003-06-26,0.0,,,5.0,2003-07-03,,,,,,,
,9.0,Mongolia,,,,0.0,2003-05-06,2003-06-02,0.0,,,9.0,2003-07-03,,,,,,,
,1.0,New Zealand,,,,0.0,2003-04-30,2003-06-25,0.0,,,1.0,2003-07-03,,,,,,,
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-01,0.0,,,14.0,2003-07-03,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-03,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-07-02,0.0,,,3.0,2003-07-03,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-03,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-03,,,,,,,
,171.0,Singapore,,,,32.0,2003-05-18,2003-06-27,0.0,,,206.0,2003-07-03,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-03,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-03,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-03,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-03,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-07-01,0.0,,,9.0,2003-07-03,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-03,,,,,,,
,65.0,United States,,,,0.0,2003-06-23,2003-07-02,0.0,,,73.0,2003-07-03,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-03,,,,,,,
,7427.0,Total,,,,812.0,,,0.0,,,8439.0,2003-07-03,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-04,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-04,,,,,,,
,193.0,Canada,,,,38.0,2003-06-27,2003-07-03,0.0,,,251.0,2003-07-04,,,,,,,
,4934.0,China,,,,348.0,2003-06-25,2003-07-04,0.0,,,5327.0,2003-07-04,,,,,,,
,1430.0,Hong Kong,,,,298.0,2003-06-11,2003-07-04,0.0,,,1755.0,2003-07-04,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-03,0.0,,,1.0,2003-07-04,,,,,,,
,500.0,Taiwan,,,,84.0,2003-06-19,2003-07-04,0.0,,,674.0,2003-07-04,,,,,,,
,1.0,Colombia,,,,0.0,2003-05-05,2003-05-05,0.0,,,1.0,2003-07-04,,,,,,,
,1.0,Finland,,,,0.0,2003-05-07,2003-05-20,0.0,,,1.0,2003-07-04,,,,,,,
,6.0,France,,,,0.0,2003-05-09,2003-05-22,0.0,,,7.0,2003-07-04,,,,,,,
,9.0,Germany,,,,0.0,2003-06-04,2003-06-23,0.0,,,10.0,2003-07-04,,,,,,,
,3.0,India,,,,0.0,2003-05-13,2003-05-14,0.0,,,3.0,2003-07-04,,,,,,,
,2.0,Indonesia,,,,0.0,2003-04-23,2003-06-19,0.0,,,2.0,2003-07-04,,,,,,,
,4.0,Italy,,,,0.0,2003-04-29,2003-07-03,0.0,,,4.0,2003-07-04,,,,,,,
,1.0,Kuwait,,,,0.0,2003-04-09,2003-04-20,0.0,,,1.0,2003-07-04,,,,,,,
,3.0,Malaysia,,,,2.0,2003-05-20,2003-06-26,0.0,,,5.0,2003-07-04,,,,,,,
,9.0,Mongolia,,,,0.0,2003-05-06,2003-06-02,0.0,,,9.0,2003-07-04,,,,,,,
,1.0,New Zealand,,,,0.0,2003-04-30,2003-06-25,0.0,,,1.0,2003-07-04,,,,,,,
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-01,0.0,,,14.0,2003-07-04,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-04,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-07-02,0.0,,,3.0,2003-07-04,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-04,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-04,,,,,,,
,171.0,Singapore,,,,32.0,2003-05-18,2003-06-27,0.0,,,206.0,2003-07-04,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-04,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-04,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-04,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-04,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-07-01,0.0,,,9.0,2003-07-04,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-04,,,,,,,
,65.0,United States,,,,0.0,2003-06-23,2003-07-02,0.0,,,73.0,2003-07-04,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-04,,,,,,,
,7431.0,Total,,,,812.0,,,0.0,,,8439.0,2003-07-04,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-07,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-07,,,,,,,
,193.0,Canada,,,,38.0,2003-06-27,2003-07-04,0.0,,,251.0,2003-07-07,,,,,,,
,4934.0,China,,,,348.0,2003-06-25,2003-07-04,0.0,,,5327.0,2003-07-07,,,,,,,
,1430.0,Hong Kong,,,,298.0,2003-06-11,2003-07-07,0.0,,,1755.0,2003-07-07,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-07,0.0,,,1.0,2003-07-07,,,,,,,
,500.0,Taiwan,,,,84.0,2003-06-19,2003-07-04,0.0,,,674.0,2003-07-07,,,,,,,
,1.0,Colombia,,,,0.0,2003-05-05,2003-05-05,0.0,,,1.0,2003-07-07,,,,,,,
,1.0,Finland,,,,0.0,2003-05-07,2003-05-20,0.0,,,1.0,2003-07-07,,,,,,,
,6.0,France,,,,0.0,2003-05-09,2003-05-22,0.0,,,7.0,2003-07-07,,,,,,,
,9.0,Germany,,,,0.0,2003-06-04,2003-06-23,0.0,,,10.0,2003-07-07,,,,,,,
,3.0,India,,,,0.0,2003-05-13,2003-05-14,0.0,,,3.0,2003-07-07,,,,,,,
,2.0,Indonesia,,,,0.0,2003-04-23,2003-06-19,0.0,,,2.0,2003-07-07,,,,,,,
,4.0,Italy,,,,0.0,2003-04-29,2003-07-03,0.0,,,4.0,2003-07-07,,,,,,,
,1.0,Kuwait,,,,0.0,2003-04-09,2003-04-20,0.0,,,1.0,2003-07-07,,,,,,,
,3.0,Malaysia,,,,2.0,2003-05-20,2003-06-26,0.0,,,5.0,2003-07-07,,,,,,,
,9.0,Mongolia,,,,0.0,2003-05-06,2003-06-02,0.0,,,9.0,2003-07-07,,,,,,,
,1.0,New Zealand,,,,0.0,2003-04-30,2003-06-25,0.0,,,1.0,2003-07-07,,,,,,,
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-01,0.0,,,14.0,2003-07-07,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-07,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-07-02,0.0,,,3.0,2003-07-07,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-07,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-07,,,,,,,
,171.0,Singapore,,,,32.0,2003-05-18,2003-06-27,0.0,,,206.0,2003-07-07,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-07,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-07,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-07,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-07,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-07-01,0.0,,,9.0,2003-07-07,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-07,,,,,,,
,65.0,United States,,,,0.0,2003-06-23,2003-07-03,0.0,,,73.0,2003-07-07,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-07,,,,,,,
,7431.0,Total,,,,812.0,,,0.0,,,8439.0,2003-07-07,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-08,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-08,,,,,,,
,194.0,Canada,,,,38.0,2003-06-27,2003-07-07,0.0,,,250.0,2003-07-08,,,,,,,
,4934.0,China,,,,348.0,2003-06-25,2003-07-04,0.0,,,5327.0,2003-07-08,,,,,,,
,1430.0,Hong Kong,,,,298.0,2003-06-11,2003-07-07,0.0,,,1755.0,2003-07-08,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-07,0.0,,,1.0,2003-07-08,,,,,,,
,502.0,Taiwan,,,,84.0,2003-06-19,2003-07-08,0.0,,,671.0,2003-07-08,,,,,,,
,1.0,Colombia,,,,0.0,2003-05-05,2003-05-05,0.0,,,1.0,2003-07-08,,,,,,,
,1.0,Finland,,,,0.0,2003-05-07,2003-05-20,0.0,,,1.0,2003-07-08,,,,,,,
,6.0,France,,,,0.0,2003-05-09,2003-05-22,0.0,,,7.0,2003-07-08,,,,,,,
,9.0,Germany,,,,0.0,2003-06-04,2003-06-23,0.0,,,10.0,2003-07-08,,,,,,,
,3.0,India,,,,0.0,2003-05-13,2003-05-14,0.0,,,3.0,2003-07-08,,,,,,,
,2.0,Indonesia,,,,0.0,2003-04-23,2003-06-19,0.0,,,2.0,2003-07-08,,,,,,,
,4.0,Italy,,,,0.0,2003-04-29,2003-07-03,0.0,,,4.0,2003-07-08,,,,,,,
,1.0,Kuwait,,,,0.0,2003-04-09,2003-04-20,0.0,,,1.0,2003-07-08,,,,,,,
,3.0,Malaysia,,,,2.0,2003-05-20,2003-06-26,0.0,,,5.0,2003-07-08,,,,,,,
,9.0,Mongolia,,,,0.0,2003-05-06,2003-06-02,0.0,,,9.0,2003-07-08,,,,,,,
,1.0,New Zealand,,,,0.0,2003-04-30,2003-06-25,0.0,,,1.0,2003-07-08,,,,,,,
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-01,0.0,,,14.0,2003-07-08,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-08,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-07-02,0.0,,,3.0,2003-07-08,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-08,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-08,,,,,,,
,171.0,Singapore,,,,32.0,2003-05-18,2003-06-27,0.0,,,206.0,2003-07-08,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-08,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-08,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-08,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-08,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-07-01,0.0,,,9.0,2003-07-08,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-08,,,,,,,
,64.0,United States,,,,0.0,2003-06-23,2003-07-07,0.0,,,74.0,2003-07-08,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-08,,,,,,,
,7433.0,Total,,,,812.0,,,0.0,,,8436.0,2003-07-08,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-09,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-09,,,,,,,
,193.0,Canada,,,,38.0,2003-06-27,2003-07-08,0.0,,,249.0,2003-07-09,,,,,,,
,4939.0,China,,,,348.0,2003-06-25,2003-07-09,0.0,,,5327.0,2003-07-09,,,,,,,
,1431.0,Hong Kong,,,,298.0,2003-06-11,2003-07-09,0.0,,,1755.0,2003-07-09,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-07,0.0,,,1.0,2003-07-09,,,,,,,
,504.0,Taiwan,,,,84.0,2003-06-19,2003-07-09,0.0,,,671.0,2003-07-09,,,,,,,
,1.0,Colombia,,,,0.0,2003-05-05,2003-05-05,0.0,,,1.0,2003-07-09,,,,,,,
,1.0,Finland,,,,0.0,2003-05-07,2003-05-20,0.0,,,1.0,2003-07-09,,,,,,,
,6.0,France,,,,0.0,2003-05-09,2003-05-22,0.0,,,7.0,2003-07-09,,,,,,,
,9.0,Germany,,,,0.0,2003-06-04,2003-06-23,0.0,,,10.0,2003-07-09,,,,,,,
,3.0,India,,,,0.0,2003-05-13,2003-05-14,0.0,,,3.0,2003-07-09,,,,,,,
,2.0,Indonesia,,,,0.0,2003-04-23,2003-06-19,0.0,,,2.0,2003-07-09,,,,,,,
,4.0,Italy,,,,0.0,2003-04-29,2003-07-08,0.0,,,4.0,2003-07-09,,,,,,,
,1.0,Kuwait,,,,0.0,2003-04-09,2003-04-20,0.0,,,1.0,2003-07-09,,,,,,,
,3.0,Malaysia,,,,2.0,2003-05-20,2003-06-26,0.0,,,5.0,2003-07-09,,,,,,,
,9.0,Mongolia,,,,0.0,2003-05-06,2003-06-02,0.0,,,9.0,2003-07-09,,,,,,,
,1.0,New Zealand,,,,0.0,2003-04-30,2003-06-25,0.0,,,1.0,2003-07-09,,,,,,,
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-09,0.0,,,14.0,2003-07-09,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-09,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-07-02,0.0,,,3.0,2003-07-09,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-09,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-09,,,,,,,
,171.0,Singapore,,,,32.0,2003-05-18,2003-06-27,0.0,,,206.0,2003-07-09,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-09,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-09,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-09,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-09,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-07-01,0.0,,,9.0,2003-07-09,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-09,,,,,,,
,67.0,United States,,,,0.0,2003-06-23,2003-07-08,2.0,,,75.0,2003-07-09,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-09,,,,,,,
,7443.0,Total,,,,812.0,,,2.0,,,8436.0,2003-07-09,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-10,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-10,,,,,,,
,194.0,Canada,,,,38.0,2003-07-09,2003-07-09,1.0,,,250.0,2003-07-10,,,,,,,
,4941.0,China,,,,348.0,2003-06-25,2003-07-10,0.0,,,5327.0,2003-07-10,,,,,,,
,1431.0,Hong Kong,,,,298.0,2003-06-11,2003-07-10,0.0,,,1755.0,2003-07-10,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-10,0.0,,,1.0,2003-07-10,,,,,,,
,506.0,Taiwan,,,,84.0,2003-06-19,2003-07-10,0.0,,,671.0,2003-07-10,,,,,,,
,1.0,Colombia,,,,0.0,2003-05-05,2003-05-05,0.0,,,1.0,2003-07-10,,,,,,,
,1.0,Finland,,,,0.0,2003-05-07,2003-05-20,0.0,,,1.0,2003-07-10,,,,,,,
,6.0,France,,,,0.0,2003-05-09,2003-05-22,0.0,,,7.0,2003-07-10,,,,,,,
,9.0,Germany,,,,0.0,2003-06-04,2003-06-23,0.0,,,10.0,2003-07-10,,,,,,,
,3.0,India,,,,0.0,2003-05-13,2003-05-14,0.0,,,3.0,2003-07-10,,,,,,,
,2.0,Indonesia,,,,0.0,2003-04-23,2003-06-19,0.0,,,2.0,2003-07-10,,,,,,,
,4.0,Italy,,,,0.0,2003-04-29,2003-07-08,0.0,,,4.0,2003-07-10,,,,,,,
,1.0,Kuwait,,,,0.0,2003-04-09,2003-04-20,0.0,,,1.0,2003-07-10,,,,,,,
,3.0,Malaysia,,,,2.0,2003-05-20,2003-07-04,0.0,,,5.0,2003-07-10,,,,,,,
,9.0,Mongolia,,,,0.0,2003-05-06,2003-06-02,0.0,,,9.0,2003-07-10,,,,,,,
,1.0,New Zealand,,,,0.0,2003-04-30,2003-06-25,0.0,,,1.0,2003-07-10,,,,,,,
,12.0,Philippines,,,,2.0,2003-05-15,2003-07-09,0.0,,,14.0,2003-07-10,,,,,,,
,1.0,Republic of Ireland,,,,0.0,2003-03-21,2003-06-12,0.0,,,1.0,2003-07-10,,,,,,,
,3.0,Republic of Korea,,,,0.0,2003-05-14,2003-07-02,0.0,,,3.0,2003-07-10,,,,,,,
,1.0,Romania,,,,0.0,2003-03-27,2003-04-22,0.0,,,1.0,2003-07-10,,,,,,,
,0.0,Russian Federation,,,,0.0,2003-05-31,2003-05-31,0.0,,,1.0,2003-07-10,,,,,,,
,172.0,Singapore,,,,32.0,2003-05-18,2003-07-07,0.0,,,206.0,2003-07-10,,,,,,,
,0.0,South Africa,,,,1.0,2003-04-09,2003-05-03,0.0,,,1.0,2003-07-10,,,,,,,
,1.0,Spain,,,,0.0,2003-04-02,2003-06-05,0.0,,,1.0,2003-07-10,,,,,,,
,3.0,Sweden,,,,0.0,2003-04-18,2003-05-13,0.0,,,3.0,2003-07-10,,,,,,,
,1.0,Switzerland,,,,0.0,2003-03-17,2003-05-16,0.0,,,1.0,2003-07-10,,,,,,,
,7.0,Thailand,,,,2.0,2003-06-07,2003-07-01,0.0,,,9.0,2003-07-10,,,,,,,
,4.0,United Kingdom,,,,0.0,2003-04-29,2003-06-30,0.0,,,4.0,2003-07-10,,,,,,,
,67.0,United States,,,,0.0,2003-06-23,2003-07-08,0.0,,,75.0,2003-07-10,,,,,,,
,58.0,Viet Nam,,,,5.0,2003-04-14,2003-06-07,0.0,,,63.0,2003-07-10,,,,,,,
,7449.0,Total,,,,812.0,,,1.0,,,8437.0,2003-07-10,,,,,,,
,5.0,Australia,,,,0.0,2003-05-12,2003-06-27,0.0,,,5.0,2003-07-11,,,,,,,
,1.0,Brazil,,,,0.0,2003-06-09,2003-07-01,0.0,,,1.0,2003-07-11,,,,,,,
,194.0,Canada,,,,38.0,2003-07-09,2003-07-10,0.0,,,250.0,2003-07-11,,,,,,,
,4941.0,China,,,,348.0,2003-06-25,2003-07-11,0.0,,,5327.0,2003-07-11,,,,,,,
,1433.0,Hong Kong,,,,298.0,2003-06-11,2003-07-11,0.0,,,1755.0,2003-07-11,,,,,,,
,1.0,Macao,,,,0.0,2003-05-21,2003-07-10,0.0,,,1.0,2003-07-11,,,,,,,
